Item #,Product Name,Additional Description,Thickness,SheetCount,Features,Product Color,Additional Product Color,Additional Product Color2,Imprint options,Imprint_Options_2,Location1,Location2  ,Location3,Location4,Point Style_1,Ink_Color_1,Point Style_2,Ink_Color_2,Ink_Options,Pricing Info,Production time,Imprint Info,Product Dimensions,US  Patent,Recycle  Info,Shipping  Info,Pack Qty,Pack Weight,Icons,Page Number
PLCCB,Sheaffer? Prelude? Collection,Ballpoint,,,Over 3.5 miles of ballpoint write-out |Brushed chrome?plate finish with chrome?plate trim |Sheaffer's Limited Lifetime Warranty |Packaged in Sheaffer's luxury gift box |Cartridge refills available,Brushed Chrome Plate Finish with Chrome Plate Trim,,,"Laser Engraving (LE): Price includes 1 line of repeating copy or personalization on cap or barrel. Gray colorfill included.  Add $.60(G) per pen for second location or personalization. Imprint defaults to cap unless otherwise specified.  PhotoFast Emblems: Clip-$2.50(G) each. Set-up charge for new orders only: $18.00(G).  See diagram for imprint area, location and number of colors.",,"LE: 1 1/4""W x 1/4""H 
Default","LE: 1 1/4""W x 1/4""H",,,Medium Point,Black,,,,,5 working days.,,"5/8""W x 5 1/4""H",,,,25,12 lbs (approx.),24,104
PLCCR,Sheaffer? Prelude? Collection,Roller Ball,,,Brushed chrome?plate finish with chrome?plate trim |Sheaffer's Limited Lifetime Warranty |Packaged in Sheaffer's luxury gift box |Cartridge refills available,Brushed Chrome Plate Finish with Chrome Plate Trim,,,"Laser Engraving (LE): Price includes 1 line of repeating copy or personalization on cap or barrel. Gray colorfill included.  Add $.60(G) per pen for second location or personalization. Imprint defaults to cap unless otherwise specified.  PhotoFast Emblems: Clip-$2.50(G) each. Set-up charge for new orders only: $18.00(G).  See diagram for imprint area, location and number of colors.",,"LE: 1 1/4""W x 1/4""H
Default","LE: 1 1/4""W x 1/4""H ",,,Roller Ball,Black,,,,,5 working days.,,"5/8""W x 5 1/4""H",,,,25,12 lbs (approx.),24,104
PLCGB,Sheaffer? Prelude? Collection,Ballpoint,,,Over 3.5 miles of ballpoint write-out |Brushed chrome plated finish with 22K gold plated trim |Sheaffer's Limited Lifetime Warranty |Packaged in Sheaffer's luxury gift box |Cartridge refills available |Stock cap slogans available (see page 205) ,Brushed Chrome Plate Finish with 22K Gold Plate Trim,,,"Laser Engraving (LE): Price includes 1 line of repeating copy  or personalization on cap or barrel. Gray colorfill included.   Add $.60(G) per pen for second location or personalization. Imprint defaults to cap unless otherwise specified. PhotoFast Emblems: Clip-$2.50(G) each. Set-up charge for new orders only: $18.00(G).  See diagram for imprint area, location and number of colors.",,"LE: 1 1/4""W x 1/4""H 
Default","LE: 1 1/4""W x 1/4""H",,,Medium Point,Black,,,,,5 working days.,,"5/8""W x 5 1/4""H",,,,25,13 lbs (approx.),24,103
PLCGR,Sheaffer? Prelude? Collection,Roller Ball,,,Brushed chrome plated finish with 22K gold plated trim |Sheaffer's Limited Lifetime Warranty |Packaged in Sheaffer's luxury gift box |Cartridge refills available |Stock cap slogans available (see page 205) ,Brushed Chrome Plate Finish with 22K Gold Plate Trim,,,"Laser Engraving (LE): Price includes 1 line of repeating copy  or personalization on cap or barrel. Gray colorfill included.   Add $.60(G) per pen for second location or personalization. Imprint defaults to cap unless otherwise specified. PhotoFast Emblems: Clip-$2.50(G) each. Set-up charge for new orders only: $18.00(G).  See diagram for imprint area, location and number of colors.",,"LE: 1 1/4""W x 1/4""H 
Default","LE: 1 1/4""W x 1/4""H",,,Roller Ball,Black,,,,,5 working days.,,"5/8""W x 5 1/4""H",,,,25,12 lbs (approx.),24,103
PLGB,Sheaffer? Prelude? 22K Gold Plate,Ballpoint,,,Over 3.5 miles of ballpoint write-out |Stunning fluted gold plated finish with 22K gold plated appointments |Sheaffer's Limited Lifetime Warranty |Packaged in Sheaffer's luxury gift box |Cartridge refills available ,Fluted 22K Gold Plate Finish with 22K Gold Plate Trim,,,"Laser Engraving (LE): Price includes 1 line of repeating copy or personalization on cap.  Add $.60(G) per pen for second location or personalization. PhotoFast Emblems: Clip-$2.50(G) each. Set-up charge for new orders only: $18.00(G).  See diagram for imprint area, location and number of colors.",,"LE: 1 1/4""W x 1/4""H ",,,,Medium Point,Black,,,,,5 working days.,,"5/8""W x 5 1/4""H",,,,5,3 lbs (approx.),24,101
PLGF,Sheaffer? Prelude? 22K Gold Plate,Fountain Pen,,,Stunning fluted gold plated finish with 22K gold plated appointments |Sheaffer's Limited Lifetime Warranty |Packaged in Sheaffer's luxury gift box |Cartridge refills available ,Fluted 22K Gold Plate Finish with 22K Gold Plate Trim,,,"Laser Engraving (LE): Price includes 1 line of repeating copy or personalization on cap.  Add $.60(G) per pen for second location or personalization. PhotoFast Emblems: Clip-$2.50(G) each. Set-up charge for new orders only: $18.00(G).  See diagram for imprint area, location and number of colors.",,"LE: 1 1/4""W x 1/4""H ",,,,Fine Point,Black,,,,,5 working days.,,"5/8""W x 5 1/4""H",,,,5,3 lbs (approx.),24,101
PLGR,Sheaffer? Prelude? 22K Gold Plate,Roller Ball,,,Stunning fluted gold plated finish with 22K gold plated appointments |Sheaffer's Limited Lifetime Warranty |Packaged in Sheaffer's luxury gift box |Cartridge refills available ,Fluted 22K Gold Plate Finish with 22K Gold Plate Trim,,,"Laser Engraving (LE): Price includes 1 line of repeating copy or personalization on cap.  Add $.60(G) per pen for second location or personalization. PhotoFast Emblems: Clip-$2.50(G) each. Set-up charge for new orders only: $18.00(G).  See diagram for imprint area, location and number of colors.",,"LE: 1 1/4""W x 1/4""H",,,,Roller Ball,Black,,,,,5 working days.,,"5/8""W x 5 1/4""H",,,,5,3 lbs (approx.),24,101
PLM,Sheaffer? Prelude? Mini,,,,"Mini, portable version of the classic, best-selling Prelude Collection |Easy twist-action mechanism |Features the Sheaffer?  White Dot? symbol of quality  |Sheaffer Limited 3-Year Warranty |Packaged in Sheaffer's luxury gift box","Black Lacquer Finish with Gold Tone Trim, Brushed Chrome Plate Finish with Nickel Plate Trim, Gloss White Finish with Nickel Plate Trim, Rose Gold Shimmer Finish with Nickel Plate Trim, Translucent Red Finish with Gold Tone Trim ",,,"Laser Engraving (LE): Price includes 1 line of repeating copy or personalization on cap.  Gray colorfill included on the Brushed Chrome, Gloss White and Rose Gold Shimmer finishes.  Add $.60(G) per pen for second location or personalization.  See diagram for imprint area, location and number of colors.",,"LE: 1 ""W x 1/4""H
Default",,,,Medium Point,Black,,,,,5 working days.,,"7/16""W x 4 1/2""H",,,,25,12 lbs (approx.),24,105
PLR,Sheaffer? Prelude? Collection,Roller Ball,,,22K gold plated trim |Sheaffer's Limited Lifetime Warranty |Packaged in Sheaffer's luxury gift box |Cartridge refills available |Stock cap slogans available (see page 205),Black Matte Finish with 22K Gold Plate Trim,,,"Laser Engraving (LE): Price includes 1 line of repeating copy or personalization on cap or barrel.  Add $.60(G) per pen for second location or personalization. Imprint defaults to cap unless otherwise specified.  PhotoFast Emblems: Clip-$2.50(G) each. Set-up charge for new orders only: $18.00(G).  See diagram for imprint area, location and number of colors.",,"LE: 1 1/4""W x 1/4""H 
Default","LE: 1 1/4""W x 1/4""H ",,,Roller Ball,Black,,,,,5 working days.,,"5/8""W x 5 1/4""H",,,,5,3 lbs (approx.),24,102
PMRCG,BIC Matic Grip?,,,,Comfortable contoured gripping section |Provides a write-out equivalent to 2 1/2 woodcase pencils |Scantron-certified* |Three .7mm #2 graphite leads ,"Black, Blue, Forest Green, Red",Choose 1 trim/grip color.  All include white barrel and white eraser.,,"Screen Printing (SP): Price includes a 1-color barrel imprint.  2 colors available on barrel, 1 color on clip.  Add $.12(C) per pencil for second imprint color or clip imprint. 1 color only on barrel with clip imprint. See diagrams for imprint areas, location and number of colors.",,"SP: 1  1/2""W x 1/2""H 
(max. 2 colors)","SP: 1""W x 1/8""H (max. 1 color)",,,Mechanical Pencil,Black,,,Includes three .7mm #2 graphite leads,,5 working days.,,"7/16""W x 5 27/32""H",,,,500,9 lbs (approx.),24 ^SCAN,79
PMRCM,BIC? Clic-Matic?,,,,"Side lead-advance mechanism  |Smooth, dark line |Textured rubber grip for comfort and control |Eraser-end  |Scantron-certified* ","Solid Black, Solid White, Translucent Blue, Translucent Red",Choose pencil color from selection shown.  All include black grip,,"Screen Printing (SP): Price includes a 1-color barrel imprint. 4 colors available on barrel, 1 color on clip. 1-color imprint only on barrel with clip imprint.  Add $.12(C) per pencil for each additional imprint color or clip imprint. See diagram for imprint area, location and number of colors.",,"SP: 1 1/8""W x 1/2""H (max. 4 colors)","SP :  15/16""W x  3/32""H 
(max.  1 color)",,,Mechanical Pencil,Black,,,Includes three .7mm #2 graphite leads,,5 working days.,,"7/16""W x 5 7/8""H",,,,300,7 lbs (approx.),24 ^SCAN,82
PMRM,BIC? Matic?,,,,Provides a write-out equivalent to 2 1/2 woodcase pencils |Scantron-certified* |Three .7mm #2 graphite leads,"Black, Blue, White,",Choose 1 trim color.  All include white barrel and white eraser,,"Screen Printing (SP): Price includes a 1-color barrel imprint.   2 colors available on barrel, 1 color on clip.  Add $.12(C) per pencil for second imprint color or clip imprint.  See diagrams for imprint areas, location and number of colors.",,"SP: 1 5/8""W x 3/4""H 
(max. 2 colors) Option 2","SP: 1""W x 1/8""H 
(max. 1 color)","SP: 2 3/8""W x 1/2""H (max. 2 colors)
Option 1 (Default)",,Mechanical Pencil,Black,,,MP      Includes three .7mm #2 graphite leads,,5 working days.,,"7/16""W x 5 27/32""H",,,,500,8 lbs (approx.),24 ^SCAN,78
PMRMECO,BIC? Ecolutions? Matic?,,,,Provides a write-out equivalent to 2 1/2 woodcase pencils |Scantron-certified* |Three .7mm #2 graphite leads|Made with 65% recycled plastic,"Blue, Gray",Choose 1 barrel color.  All include white eraser and lime green trim.,,"Screen Printing (SP): Price includes a 1-color barrel imprint.   2 colors available on barrel, 1 color on clip.  Add $.12(C) per pencil for second imprint color or clip imprint.  See diagrams for imprint areas, location and number of colors.",,"SP: 1 5/8""W x 3/4""H 
(max. 2 colors) Option 2","SP: 1""W x 1/8""H 
(max. 1 color)","SP: 2 3/8""W x 1/2""H (max. 2 colors)
Option 1 (Default)",,Mechanical Pencil,Black,,,MP      Includes three .7mm #2 graphite leads,,5 working days.,,"7/16""W x 5 27/32""H",,,,500,8 lbs (approx.),24 ^SCAN,78
PMRMC,BIC? Media Clic? Mechanical Pencil,,,,"Advertise on barrel, clip or both |Mid-profile barrel offers large imprint area","Black, Navy, White",Choose 1 barrel color.  All include white trim and eraser.,,"Screen Printing (SP): Price includes a 1-color barrel imprint. 2 colors available on barrel, 1 color on clip.  1-color imprint only on barrel with clip imprint.  Add $.12(C) per pencil for second imprint color or clip imprint. See diagrams for imprint areas, location and number of colors.",,"SP: 2 1/8""W x 3/4""H (max. 2 colors)","SP: 15/16""W x 5/32""H 
(max. 1 color)",,,Mechanical Pencil,Black,,,Includes one .7mm #2 graphite lead,,5 working days.,,"17/32""W x 6 5/32""H",,,,500,10 lbs (approx.),24,81
PROB,BIC? Pro? Ballpoint,,,,Chrome-plated plunger and section |Full-length rubber grip,"Black, Blue, Green, Red",Choose 1 pen color.  All include chrome-plated plunger and section.,,"Screen Printing (SP): Price includes  a 1-color barrel imprint.  See diagram for imprint area, location and number of colors.",,"SP: 1 1/4""W x 5/32""H (max. 1 color)",,,,Medium Point   ,Black,,,,,5 working days.,,"11/16""W x 5 7/8""H",,,,500,16 lbs (approx.),24,62
PROGEL,BIC? Pro? Gel,,,,Silver clip and section |Smooth gel ink,"Black, Blue",Choose 1 pen color.  All include silver clip and section.,,"Screen Printing (SP): Price includes a 1-color barrel imprint.  See diagram for imprint area, location and number of colors. ",,"SP: 1 1/4""W x 5/32""H (max. 1 color)",,,,Gel Ink      ,"Black, Blue",,,".7mm
Gel Ink Standard. 
Ink color matches barrel color.",,5 working days.,,"11/16""W x 5 7/8""H",,,,500,16 lbs (approx.),24,62
RS,BIC?  Round Stic,,,,Always in stock |Patented ventilated cap design |Over 400 barrel/trim color combinations!,"Blue, Burgundy, Clear, Cream, Forest Green, Green, Metallic Dark Blue, Metallic Green, Metallic Orange, Metallic Red, Navy, Orange, Pink, Purple, Red, Silver, Teal, White, Yellow,  Clear Sparkle, Black Sparkle",Choose 1 barrel and 1 trim color.  Please note that barrel and  trim colors may not be an exact color match.  Flow lines may  be visible in metallic colors.,,"Screen Printing (SP): Price includes a 1-color barrel imprint. 2 colors available.  Add $.12(C) per pen for second imprint color. See diagram for imprint area, location and number of colors.",,"SP: 2 1/2""W x 3/4""H (max. 2 colors)",,,,Medium Point            ,"Black, Blue, Red, Purple",Fine Point,"Black, Blue",BIC? Easy-Glide  System? Ink option.  Add $.05(G) per pen.,,5 working days.,,"15/32""W x 5 29/32""H","U.S. Patent Nos. 5,230,578; 5,599,127 (vented cap)",,,500,6 lbs (approx.),ASTM ^24,21
RSECO,BIC? Ecolutions? Round Stic,,,,Always in stock |Patented ventilated cap design |Over 400 barrel/trim color combinations!|Made with 77% pre-consumer recycled plastic,"Black, Navy, Forest Green, Red",Choose 1 trim color.  All include a white barrel.,,"Screen Printing (SP): Price includes a 1-color barrel imprint. 2 colors available.  Add $.12(C) per pen for second imprint color. See diagram for imprint area, location and number of colors.",,"SP: 2 1/2""W x 3/4""H (max. 2 colors)",,,,Medium Point            ,"Black, Blue, Red, Purple",Fine Point,"Black, Blue",BIC? Easy-Glide  System? Ink option.  Add $.05(G) per pen.,,5 working days.,,"15/32""W x 5 29/32""H","U.S. Patent Nos. 5,230,578; 5,599,127 (vented cap)",,,500,6 lbs (approx.),ASTM ^24 ^ECO,21
RSG,BIC?  Round Stic Grip,,,,Comfortable rubber grip |Patented ventilated cap design |Super-smooth BIC? Easy-Glide System? Ink Technology ,"Black, Blue, Green, Red",Choose 1 grip color.  All include frosted clear barrel and trim.,,"Screen Printing (SP): Price includes a 1-color barrel imprint.  2 colors available.  Add $.12(C) per pen for second imprint color. See diagram for imprint area, location and number of colors.",,"SP: 2 1/4""W x 3/4""H (max. 2 colors)",,,,Medium Point,Black,,,,,5 working days.,,"15/32""W x 5 29/32""H","U.S. Patent Nos. 5,230,578; 5,599,127 (vented cap)",,,500,6 lbs (approx.),24 ^EG,23
RSI,BIC? Round Stic? Ice,,,,Always in stock |Popular frosted trim colors |Patented ventilated cap design,"Black, Blue, Clear, Green, Orange, Pink, Purple, Red, Royal Blue",Choose 1 trim color.  All include frosted clear barrel.,,"Screen Printing (SP): Price includes a 1-color barrel imprint.  2 colors available.  Add $.12(C) per pen for second imprint color. See diagram for imprint area, location and number of colors.",,"SP: 2 1/2""W x 3/4""H (max. 2 colors)",,,,Medium Point   ,Black,,,BIC? Easy-Glide  System? Ink option.  Add $.05(G) per pen.,,5 working days.,,"15/32""W x 5 29/32""H"," U.S. Patent Nos. 5,230,578; 5,599,127 (vented cap)",,,500,6 lbs (approx.),24,22
